//
///////////////////////////////////////////EXTRASUNNY_LA 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
// 9PM                                                                                                                                                                                                         
            20 15 11        180 169 160        255 255 255        171 146 131        126 113 102              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                 75            1001.00              10.00               0.55              8 5 0         115 106 96       66 57 49 245        0 117 98 80         0 65 65 65                112                200                  0               1.65
// 10PM                                                                                                                                                                                                        
              10 8 6        180 166 153        255 255 255         137 100 83           91 70 49              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              9 6 0           79 60 41       43 33 25 245        0 107 95 85      0 130 130 130                100                180                  0               1.25
// 11PM                                                                                                                                                                                                        
               9 8 6        180 169 158        255 255 255           86 70 62           64 51 38              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              6 4 0           57 45 31       37 32 28 245         0 99 98 94      0 130 130 130                 87                135                  0               1.00
//
///////////////////////////////////////////EXTRASUNNY_VEGAS 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               8 8 8        180 180 180        255 255 255           42 42 42           29 29 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245       0 99 105 108      0 130 130 130                 75                 90                  0               0.75
// 1AM                                                                                                                                                                                                         
               7 8 8        174 177 180        255 255 255           38 39 39           27 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245      0 100 104 107      0 129 129 129                 75                 84                  0               0.75
// 2AM                                                                                                                                                                                                         
               7 8 8        168 174 180        255 255 255           34 36 37           25 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245      0 101 104 106      0 129 129 129                 75                 78                  0               0.75
// 3AM                                                                                                                                                                                                         
               6 8 8        162 171 180        255 255 255           30 34 35           24 27 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245      0 102 104 105      0 129 129 129                 75                 72                  0               0.75
// 4AM                                                                                                                                                                                                         
               6 8 8        156 168 180        255 255 255           26 31 33           22 27 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245      0 103 104 104      0 129 129 129                 75                 66                  0               0.75
// 5AM                                                                                                                                                                                                         
               6 8 9        151 166 180        255 255 255           23 29 31           21 27 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 28 28       32 32 32 245      0 104 104 104      0 129 129 129                 75                 60                  0               0.75
// 6AM                                                                                                                                                                                                         
             12 10 8        180 167 156        255 255 255        119 145 142          109 93 59           86 67 44          239 118 2              12.65               0.25               0.55                  0                100                100            1001.00              10.00               0.55              0 0 0           88 74 61       47 44 40 245        0 106 95 84      0 130 130 130                100                115                  0               1.50
// 7AM                                                                                                                                                                                                         
             14 11 6        180 166 154        255 255 255        158 206 252        161 190 210           65 48 32         179 107 21               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        178 189 200    111 122 115 245      0 135 125 106            0 0 0 0                100                220                  0               1.65
// 8AM                                                                                                                                                                                                         
             13 10 4        179 166 154        255 255 255        150 203 246        159 188 205           67 50 32         188 107 22               2.85               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        176 186 195    111 122 114 245      0 137 127 110            0 0 0 0                100                212                  0               1.65
// 9AM                                                                                                                                                                                                         
              12 9 3        179 166 154        255 255 255        143 201 240        158 186 200           70 52 32         197 107 23               2.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        175 184 191    111 122 114 245      0 140 129 114            0 0 0 0                100                204                  0               1.65
// 10AM                                                                                                                                                                                                        
              11 8 2        179 166 154        255 255 255        135 198 234        156 184 196           72 54 32         206 107 24               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        173 181 186    111 122 114 245      0 143 132 118            0 0 0 0                100                196                  0               1.65
// 11AM                                                                                                                                                                                                        
              10 7 1        179 166 154        255 255 255        128 196 228        155 182 191           75 56 32         215 107 25               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        172 179 182    111 122 114 245      0 146 134 122            0 0 0 0                100                188                  0               1.65
// Midday                                                                                                                                                                                                      
               9 7 0        179 166 155        255 255 255        121 194 223        154 181 187           78 59 32         224 107 26               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        171 177 178    112 123 114 245      0 149 137 126            0 0 0 0                100                180                  0               1.65
// 1PM                                                                                                                                                                                                         
               9 7 0        179 166 154        255 255 255        124 195 227        155 182 190           66 50 27         222 113 31               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        170 177 179    111 122 113 245      0 148 135 122            0 0 0 0                100                185                  0               1.65
// 2PM                                                                                                                                                                                                         
              10 8 1        179 166 154        255 255 255        128 197 232        156 183 193           55 42 22         220 119 36               2.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        169 177 180    111 122 113 245      0 147 133 118            0 0 0 0                100                191                  0               1.65
// 3PM                                                                                                                                                                                                         
              11 8 2        179 166 154        255 255 255        132 199 236        157 185 197           44 33 18         218 125 41               2.85               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        169 177 181    111 122 113 245      0 146 131 115            0 0 0 0                100                197                  0               1.65
// 4PM                                                                                                                                                                                                         
              11 9 3        179 166 154        255 255 255        135 200 241        158 186 200           33 25 13         216 131 47               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        168 178 182    110 121 112 245      0 145 130 111            0 0 0 0                100                202                  0               1.65
// 5PM                                                                                                                                                                                                         
              12 9 4        179 166 154        255 255 255        139 202 245        159 188 204            22 16 9         214 137 52               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        168 178 183    110 121 112 245      0 144 128 108            0 0 0 0                100                208                  0               1.65
// 6PM                                                                                                                                                                                                         
             13 10 5        179 166 154        255 255 255        143 204 250        160 189 207             11 8 4         212 143 57               3.25               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        167 178 184    110 121 112 245      0 143 126 104            0 0 0 0                100                214                  0               1.65
// 7PM                                                                                                                                                                                                         
             14 11 6        180 166 154        255 255 255        147 206 255        162 191 211              0 0 0              0 0 0               3.35               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        167 179 186    110 121 112 245      0 142 125 101            0 0 0 0                100                220                  0               1.65
// 8PM                                                                                                                                                                                                         
               8 4 0        180 166 154        255 255 255        225 219 212        180 174 171              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        151 151 151       90 82 73 245        0 126 98 72            0 0 0 0                100                220                  0               1.65
// 9PM                                                                                                                                                                                                         
            20 16 12        179 162 151        255 255 255        173 155 140        122 111 110              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                 75            1001.00              10.00               0.55              0 0 0        112 108 104       66 61 56 245        0 115 94 76         0 65 65 65                 87                110                  0               1.65
// 10PM                                                                                                                                                                                                        
             12 10 9        179 158 148        255 255 255         143 112 86           87 68 69              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              0 0 0           74 65 58       42 40 39 245        0 104 90 81      0 130 130 130                 75                  0                  0               1.25
// 11PM                                                                                                                                                                                                        
              10 9 8        179 169 164        255 255 255           92 77 64           58 48 49              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              0 0 0           51 46 43       37 36 35 245        0 101 97 94      0 130 130 130                 75                 45                  0               1.00
//
///////////////////////////////////////////CLOUDY_VEGAS 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               8 8 8        156 169 180        255 255 255           37 40 42           22 27 30              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           29 30 31       31 31 31 245      0 103 103 103      0 130 130 130                125                 90                  0               0.75
// 1AM                                                                                                                                                                                                         
               7 7 8        158 170 180        255 255 255           34 39 41           20 26 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           28 29 30       31 31 31 245      0 101 103 103      0 130 130 130                125                 90                  0               0.75
// 2AM                                                                                                                                                                                                         
               6 7 8        160 171 180        255 255 255           31 38 41           18 26 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           27 29 30       31 31 31 245      0 100 103 103      0 130 130 130                125                 90                  0               0.75
// 3AM                                                                                                                                                                                                         
               6 7 8        162 172 180        255 255 255           28 38 41           17 25 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           26 28 30       31 31 31 245       0 99 103 104      0 130 130 130                125                 90                  0               0.75
// 4AM                                                                                                                                                                                                         
               5 7 8        164 173 180        255 255 255           25 37 41           15 25 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           25 28 30       31 31 31 245       0 98 103 104      0 130 130 130                125                 90                  0               0.75
// 5AM                                                                                                                                                                                                         
               5 7 8        166 174 180        255 255 255           23 37 41           14 25 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           25 28 30       32 32 32 245       0 97 103 105      0 130 130 130                125                 90                  0               0.75
// 6AM                                                                                                                                                                                                         
              6 9 11        180 180 180        255 255 255          66 87 103           52 68 77              0 0 0              0 0 0               1.35               0.25               0.55                  0                100                100            1001.00              10.00               0.65              0 0 0           63 67 70       37 43 46 245         0 80 93 98      0 130 130 130                125                 60                  0               1.50
// 7AM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 193        130 137 145              0 0 0              0 0 0               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 126 129       99 99 99 245      0 120 127 128            0 0 0 0                125                180                  0               1.55
// 8AM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 192        130 137 145              0 0 0              0 0 0               2.85               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 126 129       99 99 99 245      0 121 127 129            0 0 0 0                125                180                  0               1.55
// 9AM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 192        130 137 145              0 0 0              0 0 0               2.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 126 129    100 100 100 245      0 123 128 130            0 0 0 0                125                180                  0               1.55
// 10AM                                                                                                                                                                                                        
               0 0 0        179 179 179        255 255 255        180 188 192        130 137 145              0 0 0              0 0 0               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 126 129    101 101 101 245      0 124 129 131            0 0 0 0                125                180                  0               1.55
// 11AM                                                                                                                                                                                                        
               0 0 0        179 179 179        255 255 255        180 188 192        130 137 145              0 0 0              0 0 0               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 126 129    102 102 102 245      0 126 130 132            0 0 0 0                125                180                  0               1.55
// Midday                                                                                                                                                                                                      
               0 0 0        179 179 179        255 255 255        180 188 192        130 138 146              0 0 0              0 0 0               2.35               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 130    103 103 103 245      0 128 131 133            0 0 0 0                125                180                  0               1.55
// 1PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 192        129 137 145              0 0 0              0 0 0               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129    102 102 102 245      0 126 130 132            0 0 0 0                125                180                  0               1.55
// 2PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 192        129 137 145              0 0 0              0 0 0               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129    101 101 101 245      0 125 129 131            0 0 0 0                125                180                  0               1.55
// 3PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        180 188 193        129 137 145              0 0 0              0 0 0               2.85               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129    100 100 100 245      0 124 128 130            0 0 0 0                125                180                  0               1.55
// 4PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        181 189 193        129 136 144              0 0 0              0 0 0               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129       99 99 99 245      0 123 128 130            0 0 0 0                125                180                  0               1.55
// 5PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        181 189 194        129 136 144              0 0 0              0 0 0               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129       98 98 98 245      0 122 127 129            0 0 0 0                125                180                  0               1.55
// 6PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        181 189 194        129 136 144              0 0 0              0 0 0               3.25               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129       97 97 97 245      0 121 126 128            0 0 0 0                125                180                  0               1.55
// 7PM                                                                                                                                                                                                         
               0 0 0        179 179 179        255 255 255        182 190 195        129 136 144              0 0 0              0 0 0               3.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        125 127 129       97 97 97 245      0 120 126 128            0 0 0 0                125                180                  0               1.55
// 8PM                                                                                                                                                                                                         
               0 0 0        179 166 156        255 255 255        203 190 172        134 141 145              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        130 129 127       83 83 83 245      0 115 115 115            0 0 0 0                125                180                  0               1.55
// 9PM                                                                                                                                                                                                         
            14 14 14        179 173 168        255 255 255        143 135 125           84 90 94              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                 75            1001.00              10.00               0.55              0 0 0           91 93 92       64 64 64 245      0 111 111 111         0 65 65 65                125                180                  0               1.55
// 10PM                                                                                                                                                                                                        
               8 9 9        180 180 180        255 255 255         106 103 99           57 64 69              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              0 0 0           53 57 58       46 46 46 245      0 107 107 107      0 130 130 130                125                180                  0               1.25
// 11PM                                                                                                                                                                                                        
               8 8 8        168 174 180        255 255 255           71 71 70           39 45 49              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.55              0 0 0           41 43 44       38 38 38 245      0 105 105 105      0 130 130 130                125                135                  0               1.00
//
///////////////////////////////////////////EXTRASUNNY_COUNTRYSIDE 
//
//               Amb            Amb_Obj                Dir             SkyTop            Sky bot            SunCore          SunCorona              SunSz              SprSz            SprBght               Shdw           LightShd            PoleShd             FarClp              FogSt      LightOnGround       LowCloudsRGB     BottomCloudRGB          WaterRGBA        PostFx1ARGB        PostFx2ARGB         CloudAlpha     IntensityLimit      WaterFogAlpha            DirMult
// Midnight 
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           33 33 33       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 1AM                                                                                                                                                                                                         
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           33 33 33       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 2AM                                                                                                                                                                                                         
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           33 33 33       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 3AM                                                                                                                                                                                                         
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           34 34 34       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 4AM                                                                                                                                                                                                         
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           34 34 34       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 5AM                                                                                                                                                                                                         
               4 6 6        151 174 180        255 255 255           24 32 33           21 28 29              0 0 0              0 0 0               0.75               0.25               0.55                  0                100                150            1001.00              10.00               0.65              0 0 0           35 35 35       31 31 31 245       0 92 104 104      0 129 129 129                 75                 60                  0               0.75
// 6AM                                                                                                                                                                                                         
               9 7 5        180 167 155        255 255 255        152 136 113           87 69 61           76 51 27          167 75 19               6.65               0.25               0.55                  0                100                100            1001.00              10.00               0.55              5 5 5           89 73 61       38 38 38 245         0 99 89 80      0 130 130 130                150                180                  0               1.50
// 7AM                                                                                                                                                                                                         
             14 10 3        179 166 155        255 255 255        174 212 241        152 176 200           64 48 31          155 96 25               2.95               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        165 178 186    100 115 102 245      0 142 130 105            0 0 0 0                125                220                  0               1.65
// 8AM                                                                                                                                                                                                         
              14 9 2        179 164 151        255 255 255        173 209 237        151 174 197           64 49 34          154 95 25               2.85               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        165 177 184    100 113 102 245      0 142 131 107            0 0 0 0                123                220                  0               1.65
// 9AM                                                                                                                                                                                                         
              14 8 1        179 162 148        255 255 255        173 206 233        151 173 194           64 51 37          154 95 26               2.75               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        166 176 183    100 112 102 245      0 143 133 109            0 0 0 0                121                220                  0               1.65
// 10AM                                                                                                                                                                                                        
              14 8 1        179 160 145        255 255 255        172 203 230        150 172 191           64 52 40          154 94 27               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        167 175 181    100 111 102 245      0 144 135 111            0 0 0 0                119                220                  0               1.65
// 11AM                                                                                                                                                                                                        
              14 7 0        179 158 142        255 255 255        172 200 226        150 171 188           64 54 43          154 94 28               2.45               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        168 174 180    100 110 102 245      0 145 137 113            0 0 0 0                117                220                  0               1.65
// Midday                                                                                                                                                                                                      
              14 7 0        180 157 139        255 255 255        172 198 223        150 170 186           65 56 47          154 94 29               2.35               0.25               0.55                  0                100                  0            1001.00              10.00               0.45              0 0 0        169 174 179    100 109 102 245      0 146 139 115            0 0 0 0                115                220                  0               1.65
// 1PM                                                                                                                                                                                                         
